ИНН;КПП;ID СКУП;МРФ;Cубъект РФ;Полное наименование учреждения;Адрес учреждения;ФИО директора;Контактный телефон;Электронная почта;;;;;
2635220877;263501001;245641;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа №
44 Города Ставрополя";Ставропольский Край, Г. Ставрополь, Ул. Доваторцев, 86, Корп.3;Сергеева Татьяна Геннадьевна;8652333345;sch_44@stavadm.ru;3;1;1;;
2628034397;262801001;245642;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Гимназия №19
Города-Курорта Кисловодска";Ставропольский Край, Г. Кисловодск, Ул. М.Расковой, 5;Романовская Яна Вячеславовна;8793725003;buh19@uokk.ru;3;1;1;;
2628034333;262801001;245643;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 9;Ставропольский Край, Г. Кисловодск, Ул. Школьная, 13;Уварова Анастасия Викторовна;8793725003;schoo19@uokk.ru;3;1;1;;
2628034326;262801001;245644;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа №7 Города-Курорта Кисловодска;Ставропольский Край, Г. Кисловодск, Ул. Щербакова, 20;Черныш Ольга Викторовна;8793720146;school2@uokk.ru;3;1;1;;
2632057380;263201001;245646;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа С Углубленным Изучением Отдельных Предметов № 1 Им. М.Ю. Лермонтова;Ставропольский Край, Г. Пятигорск, Пр-Кт 40 Лет Октября, 99;Васюткин Дмитрий Владимирович;8793339173;school.lermontоv@mail.ru;3;1;1;;
2617008740;261701001;245647;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Гимназия №1;Ставропольский Край, Петровский Район, Г. Светлоград, Ул. Комсомольская, 16;Бородаенко Владимир Алексеевич;8654735045;gim1-svetlograd@yandex.ru;3;1;1;;
2627013651;262701001;239326;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа–Интернат № 1»;Ставропольский Край, Г. Железноводск, П Иноземцево, Лесная Ул., Д.36;Гузий Галина Николаевна;8793251343;sochint1@mosk.stavregion.ru;3;1;1;;
2627015874;262701001;239327;Юг;Ставропольский Край;"Муниципальное Казённое
Общеобразовательное
Учреждение ""Основная
Общеобразовательная Школа П.
Капельница"" Города-Курорта
Железноводска
Ставропольского Края";Ставропольский Край, Город Железноводск, Поселок Иноземцево, Улица Спортивная (Капельница Ж/Р), 9;Кочкаева Светлана Андреевна;8793273091;znx24@mail.ru;3;1;1;;
2628034291;262801001;239329;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа С
Углубленным Изучением
Английского Языка №2"" Города-
Курорта Кисловодска";Ставропольский Край, Г. Кисловодск, Ул. Жуковского, 11;Хачанова Нонна Николаевна;8793725003;miheeva-a.v@yandex.ru;3;1;1;;
2628033354;262801001;239330;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Лицей № 8 Города-Курорта Кисловодска;Ставропольский Край, Г. Кисловодск, Ул. Октябрьская, 43;Петухова Ирина Владимировна;8793763777;iycee8@uokk.ru;3;1;1;;
2628034380;262801001;239331;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа №
17 Города-Курорта Кисловодска";Ставропольский Край, Г. Кисловодск, Ул. Набережная, 43 А;Трайдук Ольга Вячеславовна;7879372503;kislschool17@uokk.ru;3;1;1;;
2628033361;262801001;239332;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа С
Углубленным Изучением
Отдельных Предметов № 15
Города-Курорта Кисловодска";Ставропольский Край, Г. Кисловодск, Проезд Цандера, 17;Коваленко Ирина Анатольевна;8793776446;school15@uokk.ru;3;1;1;;
2628034358;262801001;239333;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа №
12 Города-Курорта Кисловодска";Ставропольский Край, Г. Кисловодск, Ул. Кутузова, 44;Михайлова Вера Аипхановна;8793727185;school12@uokk.ru;3;1;1;;
2625011916;262501001;239334;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение ""Многопрофильный
Лицей № 4 Города Георгиевска""";Ставропольский Край, Г. Георгиевск, Ул. Тургенева, 16;Мартынко Юлия Петровна;8795164251;school4_g@mail.ru;3;1;1;;
2625020195;262501001;239335;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа С
Углублённым Изучением
Отдельных Предметов № 29";Ставропольский Край, Г. Георгиевск, Ул. Быкова, 81;Щербина Ирина Петровна;8795176330;georg-sc29@mail.ru;3;1;1;;
2625010863;262501001;239336;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа № 7";Ставропольский Край, Г. Георгиевск, Ул. Тронина, 10, Корп.1;Матвеева Нина Дмитриевна;8795164400;school7georgievsk@mail.ru;3;1;1;;
2625011673;262501001;239337;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа № 3
Имени Героя Советского Союза
П.М. Однобокова Города
Георгиевска""";Ставропольский Край, Г. Георгиевск, Ул. Лермонтова, 56;Нурбекьян Елена Степановна;8795122548;georg.school_3@mail.ru;3;1;1;;
2625010013;262501001;239338;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа № 6";Ставропольский Край, Г. Георгиевск, Ул. Кочубея, 9;Харчевникова Мария Александровна;8795163161;sosh6@yandex.ru;3;1;1;;
2625011521;262501001;239339;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа № 9
Города Георгиевска""";Ставропольский Край, Г. Георгиевск, Ул. Кирова, 124;Казанина Анжела Николаевна;8795121341;9schoolgeorg@mail.ru;3;1;1;;
2632042094;263201001;239476;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа С
Углубленным Изучением
Отдельных Предметов № 6";Ставропольский Край, Г. Пятигорск, Ул. Университетская, 6;Склярова Татьяна Васильевна;8793330016;sch06.gor@list.ru;3;1;1;;
2632055576;263201001;239477;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа № 8";Ставропольский Край, Г. Пятигорск, Ул. Буачидзе, 5;Дергачёв Евгений Сергеевич;8793339173;mouschool8@mail.ru;3;1;1;;
2632051356;263201001;239478;Юг;Ставропольский Край;Муниципальное Бюджетноеобщеобразовательноеучреждение Средняяобщеобразовательная Школа Суглубленным Изучениеманглийского Языка № 12 Города Пятигорска;Ставропольский Край, Г. Пятигорск, Ул. Кучуры, 24;Пономарева Анна Сергеевна;8793322599;kot.5gor@mail.ru;3;1;1;;
2609018738;260901001;239395;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение «Новопавловская Средняя Общеобразовательная Школа № 33»;357300, Ставропольский Край, Кировский Район, Г. Новопавловск, Тер. Промзона;Кудрявцева Елена Петровна;8793823061;school33_06@mail.ru;3;1;1;;
2609013955;260901001;239396;Юг;Ставропольский Край;Муниципальное Бюджетное Образовательное Учреждение Средняя Общеобразовательная Школа №13;Ставропольский Край, Кировский Район, Г. Новопавловск, Ул. Кирова, 39;Моисеева Валентина Петровна;8793851128;schola132005@yandex.ru;3;1;1;;
2610014939;261001001;239401;Юг;Ставропольский Край;"Муниципальное Казённое
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа №
15""";Ставропольский Край, Кочубеевский Район, С. Ивановское, Ул. Калинина, 117;Гридчина Наталья Владимировна;8655035016;ivanschooi15@fromru.com;3;1;1;;
2610015210;261001001;239402;Юг;Ставропольский Край;Муниципальное Казенное Общеобразовательное Учреждение «Средняя Общеобразовательная Школа №5»;Ставропольский Край, Кочубеевский Район, С. Балахоновское, Пл. Гетало, 1;Балачий Наталья Викторовна;8652941561;kochub_rono@mial.ru;3;1;1;;
2611003746;261101001;239403;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа-Интернат № 25»;Ставропольский Край, Красногвардейский Район, С. Красногвардейское, Ул. Есенина, 25;Жваков Андрей Юрьевич;8654125049;kspecint@yandex.ru;3;1;1;;
2630031883;263001001;239469;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Лицей № 3;Ставропольский Край, Минераловодский Район, Г. Минеральные Воды, Ул. Московская, 39;Сальникова Елена Геннадьевна;8792276823;mvliceum3@mail.ru;3;1;1;;
2630024646;263001001;239470;Юг;Ставропольский Край;Муниципальное Казенное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 8 С. Ульяновка Минераловодского Района;Ставропольский Край, Минераловодский Район, С. Ульяновка, Ул. Ленина, 75;Печевская Наталья Сергеевна;8792272231;mvschool8@mail.ru;3;1;1;;
2632060270;263201001;239472;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Лицей №15
Г.Пятигорска";Ставропольский Край, Г. Пятигорск, Ул. Аллея Строителей, 7;Гарбузова Анжела Михайловна;8793320123; licey15@bk.ru;3;1;1;;
2604002607;260401001;240156;Юг;Ставропольский Край;Муниципальное Бюджетноеобщеобразовательноеучреждение Средняяобщеобразовательная Школа № 2;Ставропольский Край, Арзгирский Район, С. Арзгир, Ул. Орлова, 12 А;Марюфич Татьяна Викторовна;8652941561;schola2@rambler.ru;3;1;1;;
2604002621;260401001;240157;Юг;Ставропольский Край;Муниципальное Казенное Общеобразовательное Учреждение Основная Общеобразовательная Школа  № 11 А. Башанта  Арзгирского Района Ставропольского Края;Ставропольский Край, Арзгирский Р-Н, Аул Башанта, Ул. Оджаева, Д.10;Ткаченко Бивинефеси Абдрешитовна;8656031675;schboshanta11@rambler.ru;3;1;1;;
2605011636;260501001;240161;Юг;Ставропольский Край;"Государственное Казенное
Общеобразовательное
Учреждение ""Специальная
(Коррекционная)
Общеобразовательная Школа-
Интернат № 6""";Ставропольский Край, Благодарненский Р-Н, Г. Благодарный, Советская Ул., Д.386;Белкина Ирина Николаевна;8654921532;blag_gskoy@mail.ru;3;1;1;;
2632057887;263201001;240439;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа №2";Ставропольский Край, Г. Пятигорск, Ул. Дзержинского, 12;Гриднева Эвелина Алексеевна;8793332043;anetta-cat@mail.ru;3;1;1;;
2614015620;261401001;240442;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 3 С Углубленным Изучением Отдельных Предметов""";356884, Ставропольский Край, Нефтекумский Район, Г. Нефтекумск, Мкр. 2-Й;Бочкова Ирина Александровна;8655843090;nfsschool@list.ru;3;1;1;;
2614015718;261401001;240443;Юг;Ставропольский Край;"Муниципальное Казенное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа №
10""";Ставропольский Край, Нефтекумский Район, С. Ачикулак, Ул. Гвардейская, 17;Сокуренко Лариса Егоровна;8655845977;shkola10@mail.ru;3;1;1;;
2616006194;261601001;240449;Юг;Ставропольский Край;"Муниципальное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа №
3""";Ставропольский Край, Новоселицкий Район, С. Китаевское, Ул. Гагарина, 60;Жаданов Сергей Федорович;8652941561;novoselitsk_s3@mail.ru;3;1;1;;
2617008638;261701001;240452;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа №4";Ставропольский Край, Петровский Район, Г. Светлоград, Ул. Бассейная, 93;Краснова Ирина Владимировна;8654740615;gou4svet@mail.ru;3;1;1;;
2617008130;261701001;240453;Юг;Ставропольский Край;Муниципальное Казённое Общеобразовательное Учреждение Средняя Общеобразовательная Школа №12;Ставропольский Край, Петровский Район, С. Николина Балка, Ул. Шоссейная, 28;Дубовская Татьяна Ивановна;8654764696;nikolshkol@rambler.ru;3;1;1;;
2624017552;262401001;240216;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Казачий Кадетский Корпус»;Ставропольский Край, Будённовский Район, Г. Буденновск, Ул. Прикумская, 60;Околелов Андрей Владимирович;8655922198;gokukkk2013@andex.ru;3;1;1;;
2632057291;263201001;239473;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Начальная Общеобразовательная Школа №17;Ставропольский Край, Г. Пятигорск, Пр-Кт Кирова, 55;Останкович Евгения Валентиновна;8793337057;sch17.5gor@mail.ru;3;1;1;;
2632070045;263201001;239474;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа С Углубленным Изучением Отдельных Предметов № 30;Ставропольский Край, Г. Пятигорск, Ул. Пестова, 32;Костина Ольга Александровна;8793335465;school_30pyatigorsk@mail.ru;3;1;1;;
2632110072;263201001;239475;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 31 Со Спортивным Уклоном;Ставропольский Край, Г. Пятигорск, Ул. Мира, Д. 187;Золотухина Татьяна Анатольевна;8793973522;scy31.5gor@mail.ru;3;1;1;;
2624017979;262401001;240219;Юг;Ставропольский Край;"Муниципальное
Общеобразовательное
Учреждение ""Лицей № 8 Города
Буденновска Буденновского
Района""";356800, Ставропольский Край, Буденновский Район, Г. Буденновск, Мкр. 8-Й;Бессонова Инна Владимировна;8655922690;lceum8@mail.ru;3;1;1;;
2625023799;262501001;240229;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение «Средняя Общеобразовательная Школа №26 С.Краснокумского»;Ставропольский Край, Георгиевский Район, С. Краснокумское, Ул. Кирова, 16;Стратулат Елена Васильевна;8795148257;school-26@list.ru;3;1;1;;
2635022434;263501001;239260;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа С Углубленным Изучением Отдельных Предметов № 19 Города Ставрополя;Ставропольский Край, Г. Ставрополь, Ул. Краснофлотская, 187;Ворощенко Валентина Егоровна;8652359412;sch-19@stavadm.ru;3;1;1;;
2635023043;263501001;239262;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа №42 С Углубленным Изучением Английского Языка Города Ставрополя;Ставропольский Край, Г. Ставрополь, Ул. Осетинская, 3;Воронина Наталья Владимировна;8652711873;buhscool42@yandex.ru;3;1;1;;
2635036331;263501001;239264;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 27 Города Ставрополя;Ставропольский Край, Г. Ставрополь, Проезд Фестивальный, 17;Андрамонова Виктория Васильевна;8652315709;mbousosh27@yandex.ru;3;1;1;;
2633003958;263401001;239265;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа-Интернат № 36 Города Ставрополя»;Ставропольский Край, Г. Ставрополь, Пр-Кт Октябрьской Революции, 24;Захарина Татьяна Григорьевна;8652261188;sch_intеrnat36@mail.ru;3;1;1;;
2618013020;261801001;240513;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 1 Имени Романа Кулакова"" Предгорного Муниципального Округа Ставропольского Края";Ставропольский Край, Предгорный Район, Ст-Ца Ессентукская, Ул. Гагарина, 142;Тицкая Антонина Викторовна;8656021040;sozonov.ai@yandex.ru;3;1;1;;
2626026070;262601001;239271;Юг;Ставропольский Край;"Муниципальное Бюджетное
Общеобразовательное
Учреждение Средняя
Общеобразовательная Школа № 4";Ставропольский Край, Г. Ессентуки, Ул. Октябрьская, 419;Савченко Евгений Сергеевич;8793420944;2626026070@cryptost.ru;3;1;1;;
2626026055;262601001;239272;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 8;Ставропольский Край, Г. Ессентуки, Ул. Чкалова, 14;Кубрицкая Ирина Васильевна;8793454054;melok8@yandex.ru;3;1;1;;
2635028429;263501001;239276;Юг;Ставропольский Край;"Филиал Государственного Бюджетного Образовательного Учреждения Высшего Образования ""Ставропольский Государственный Педагогический Институт"" В Г. Железноводске";Ставропольский Край, Г. Железноводск, П. Иноземцево, Пр-Кт Свободы, 14;Иванченко Ирина Васильевна;8652560826;nachalnik.ok@yandex.ru;3;1;1;;
2618011351;261801001;240514;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа №7"" Предгорного Муниципального Округа Ставропольского Края";Ставропольский Край, Предгорный Район, Ст-Ца Ессентукская, Ул. Гагарина, 15;Шуда Нина Борисовна;8796124038;sosh72011@yandex.ru;3;1;1;;
2619007132;261901001;240515;Юг;Ставропольский Край;"Муниципальное
Общеобразовательное
Учреждение ""Средняя
Общеобразовательная Школа №2
Г. Зеленокумска Советского
Района""";Ставропольский Край, Советский Район, Г. Зеленокумск, Ул. Семенова, 12;Васильченко Елена Юрьевна;8652941561;zelsosh2@gmail.ru;3;1;1;;
2625010398;262501001;255136;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 5 Имени Героя Советского Союза О. В. Гудкова Города Георгиевска""";Ставропольский Край,Г Георгиевск,Ул Урицкого, Д 41;Яхина Екатерина Сергеевна;8795128644;school.georg.5@mail.ru;3;1;1;;
2609013962;260901001;255137;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Гимназия № 1 Города Новопавловска""";Ставропольский Край, Кировский Район, Г. Новопавловск, Ул. Комсомольская, 75;Мельниченко Ирина Анатольевна;8793842318;kumnax08@yandex.ru;3;1;1;;
2628034365;262801001;255134;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 14 Города - Курорта Кисловодска;Ставропольский Край, Г. Кисловодск, Ул. Чкалова, 71, Корп.54;Низиволик Татьяна Георгиевна;8793762165;school14kisl@yandex.ru;3;1;1;;
2625027708;262501001;255135;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Гимназия № 2 Города Георгиевска;Ставропольский Край, Г. Георгиевск, Ул. Тимирязева, 34;Гатальская Елена Анатольевна;8795151133;geogimn2@yandex.ru;3;1;1;;
2623021740;262301001;240575;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа №30"" Города Михайловска";Ставропольский Край, Шпаковский Район, Г. Михайловск, Ул. Никонова, 49, Корп.1;Петренко Людмила Ивановна;8655323716;new-school30@yandex.ru;3;1;1;;
2611006200;261101001;258441;Юг;Ставропольский Край;Муниципальное Казённое Общеобразовательное Учреждение «Средняя Общеобразовательная Школа № 1 Им. Г.С.Фатеева»;Ставропольский Край, Красногвардейский Район, С. Красногвардейское, Ул. Октябрьская, 50;Беляева Наталья Сергеевна;8654124806;sosh1fateev@mail.ru;3;1;1;;
2611006056;261101001;258442;Юг;Ставропольский Край;Муниципальное Казённое Общеобразовательное Учреждение «Средняя Общеобразовательная Школа № 12»;Ставропольский Край, Красногвардейский Район, С. Красногвардейское, Ул. Школьная, 12;Дутова Ирина Ивановна;8654125680;sch12kr@yandex.ru;3;1;1;;
2612003869;261201001;258445;Юг;Ставропольский Край;Муниципальное Общеобразовательное Учреждение Общеобразовательная Школа-Интернат Среднего Общего Образования Курского Муниципального Района Ставропольского Края;Ставропольский Край, Курский Район, С. Русское, Ул. Школьная, 48;Егиазаров Александр Сергеевич;9283492601;internatrus@yandex.ru;3;1;1;;
2612018375;261201001;258446;Юг;Ставропольский Край;Муниципальное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 18 Курского Муниципального Района Ставропольского Края;Ставропольский Край, Курский Р-Н, С Уваровское, Колхозная Ул., Д.6;Бионенко Людмила Алексеевна;9627400864;uvarovka18@mail.ru;3;1;1;;
2613007087;261301001;258450;Юг;Ставропольский Край;Муниципальное Казённое Общеобразовательное Учреждение «Средняя Общеобразовательная Школа № 3;Ставропольский Край, Левокумский Район, П. Новокумский, Ул. Школьная., 18;Кириленко Елена Васильевна;8654358181;schkola.novokumsky@yandex.ru;3;1;1;;
2630025664;263001001;258452;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 1 С.Канглы Минераловодского Района;Ставропольский Край, Минераловодский Район, С. Канглы, Ул. Мира, 46;Ахметова Айшат Абдуловна;8792272626;kangly@list.ru;3;1;1;;
2630031940;263001001;258454;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя Общеобразовательная Школа № 6 Г. Минеральные Воды;Ставропольский Край, Минераловодский Район, Г. Минеральные Воды, Ул. Гагарина, 90 А;Лисицина Мария Алексеевна;8792256765;moy_sosh6@mail.ru;3;1;1;;
2632026430;263201001;258456;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Гимназия №11;Ставропольский Край, Г. Пятигорск, Ул. Козлова, 30;Лазаренко Наталья Петровна;8793979056;ioc.5gor@mail.ru;3;1;1;;
2615010896;261501001;258464;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Гимназия №1""";Ставропольский Край, Новоалександровский Район, Г. Новоалександровск, Ул. Карла Маркса, 172;Синицина Ольга Викторовна;8654466914;sosh1-1526@bk.ru;3;1;1;;
2615011018;261501001;258465;Юг;Ставропольский Край;Муниципальное Общеобразовательное Учреждение «Средняя Общеобразовательная Школа № 12»;Ставропольский Край, Новоалександровский Район, Г. Новоалександровск, Пер. Красноармейский, 77;Фоменко Ирина Анатольевна;8654461638;sosh12-1526@bk.ru;3;1;1;;
2616006170;261601001;258468;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 1""";Ставропольский Край, Новоселицкий Район, С. Новоселицкое, Ул. Школьная, 27;Медведева Ирина Александровна;9097688721;novoselitsk_s1@mail.ru;3;1;1;;
2618013775;261801001;258479;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа №8""";Ставропольский Край, Предгорный Район, Ст-Ца Суворовская, Ул. Карла Маркса, 312 А;Григорян Виолетта Вараздатовна;8796136248;mdousosh8@yandex.ru;3;1;1;;
2618012348;261801001;258480;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 2"" Предгорного Муниципального Округа Ставропольского Края";Ставропольский Край, Предгорный Район, Ст-Ца Суворовская, Ул. Шоссейная, 54 В;Солошенко Александр Иванович;8796127431;school-sosh2@yandex.ru;3;1;1;;
2618010809;261801001;258482;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Основная Общеобразовательная Школа № 20"" Предгорного Муниципального Округа Ставропольского Края";Ставропольский Край, Предгорный Район, Ст-Ца Суворовская, Ул. Советская, 10;Шаповалова Людмила Александровна;9624395992;maitomdouoosh20@yandex.ru;3;1;1;;
2618010615;261801001;258486;Юг;Ставропольский Край;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 26"" Предгорного Муниципального Округа Ставропольского Края";Ставропольский Край, Предгорный Район, П. Ясная Поляна, Ул. Спортивная, 27;Алексеева Татьяна Ивановна;8796146388;26obr@mail.ru;3;1;1;;
2620005997;262001001;258490;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №1 Имени Героя Советского Союза П.И. Николаенко"" Степновского Района Ставропольского Края";Ставропольский Край, Степновский Район, С. Степное, Ул. Октябрьская, 4;Салакаева Назымгуль Заурбековна;8656332974;stepsosch14@mail.ru;3;1;1;;
2622003804;262201001;258494;Юг;Ставропольский Край;Муниципальное Казенное Общеобразовательное Учреждение «Средняя Общеобразовательная Школа №2»;Ставропольский Край, Туркменский Район, С. Овощи, Ул. Красная, 73;Козликина Мария Васильевна;9097598755;shkola-ovoshi07@yandex.ru;3;1;1;;
2624022190;262401001;258262;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 2 Города Буденновска Буденновского Района""";Ставропольский Край, Будённовский Район, Г. Буденновск, Мкр. 1-Й;Припадчева Татьяна Ивановна;8655926317;budrmmc@yandex.ru;3;1;1;;
2624022520;262401001;258263;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Начальная Общеобразовательная Школа № 10 Города Буденновска Буденновского Района""";Ставропольский Край, Будённовский Район, Г. Буденновск, Мкр. 7/1, 42;Салиева Марина Александровна;8655923922;nosh10@yandex.ru;3;1;1;;
2624024302;262401001;258264;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 4 Села Новая Жизнь Буденновского Района""";Ставропольский Край, Будённовский Район, С. Новая Жизнь, Ул. Кировская, 19 Г;Щеголькова Ольга Ивановна;8655996118;school-4-26rus@yandex.ru;3;1;1;;
2624024535;262401001;258265;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 15 Села Преображенского Буденновского Района""";Ставропольский Край, Будённовский Район, С. Преображенское, Ул. Артезианская, 20;Страшко Роман Васильевич;8655999175;school-15-26rus@yandex.ru;3;1;1;;
2624024077;262401001;258266;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 12 Поселка Терек Буденновского Района""";Ставропольский Край, Будённовский Район, П. Терек, Ул. Школьная, 31;Сазанов Владислав Владимирович;8655963185;school-12-26rus@yandex.ru;3;1;1;;
2624024197;262401001;258267;Юг;Ставропольский Край;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа № 18 Поселка Терского Буденновского Района""";Ставропольский Край, Будённовский Район, П. Терский, Пл. Победы, 3;Ахромеева Наталья Петровна;8655965295;school-18-26rus@yandex.ru;3;1;1;;
2625012148;421801001;258268;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа-Интернат № 7»;Ставропольский Край, Георгиевский Район, Ст-Ца Александрийская, Ул. Первомайская, 53 Г;Борзова Татьяна Николаевна;8795175170;korsh7@yandex.ru;3;1;1;;
2625012148;421801001;258269;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа-Интернат № 7»;Ставропольский Край, Георгиевский Район, Ст-Ца Александрийская, Ул. Первомайская, 53 Б;Борзова Татьяна Николаевна;8795175170;korsh7@yandex.ru;3;1;1;;
2625012148;421801001;258270;Юг;Ставропольский Край;Государственное Казенное Общеобразовательное Учреждение «Специальная (Коррекционная) Общеобразовательная Школа-Интернат № 7»;Ставропольский Край, Георгиевский Район, Ст-Ца Александрийская, Ул. Первомайская, 53 А;Борзова Татьяна Николаевна;8795175170;korsh7@yandex.ru;3;1;1;;
2631022835;263101001;258274;Юг;Ставропольский Край;Муниципальное Бюджетное Общеобразовательное Учреждение Гимназия № 9 Города Невинномысска;Ставропольский Край, Г. Невинномысск, Ул. Чайковского, 2 А;Сверкунова Ольга Александровна;8655422347;gimnazya9.nev@yandex.ru;3;1;1;;
